"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343"
1,1,0,1,0,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,1,0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,2,1,2,0,2,0,0,0,0,1,0,1,0,0,2,2,0,3,0,0,0,0,2,2,1,0,0,0,2,2,1,2,1,0,1,0,2,1,0,0,0,0,1,1,0,3,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,4,1,2,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,1,0,0,1,1,6,3,2,0,1,0,0,1,0,1,0,1,0,1,3,0,4,1,2,1,0,1,1,1,0,0,0,1,3,2,1,2,0,0,1,0,1,1,0,1,0,2,4,1,5,0,3,1,4,14,6,1,3,6,1,1,5,0,2,2,2,1,0,4,0,4,0,0,0,2,2,3,1,3,1,0,0,4,5,2,3,1,0,1,2,1,0,0,0,0,1,2,0,1,2,2,0,1,8,0,0,1,1,1,2,1,8,3,3,1,0,1,3,2,2,1,0,0,1,1,3,1,0,1,0,2,1,1,0,2,0,0,0,1,0,0,1,0,0,1,1,0,3,1,1,1,2,4,2,3,1,5,1,1,0,1,0,0,2,0,3,5,1,1,0,2,0,0,2,0,2,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,3,2,0,2,3,1,0,2,2,3,2,1,0,1,2,2,0,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,0,2,2,2,0,3,1,1,1,2,5,1,1,0,0,1,1,1,0,1,0,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,6,9,6,0,3,0,10,12,8,4,1,2,0,6,11,6,2,0,2,2,5,5,3,2,1,0,1,1,3,0,2,0,0,0,4,2,3,2,0,3,0,0,0,0,0,0,0,0,9,13,8,3,2,4,0,12,24,8,7,5,2,2,9,6,8,2,3,2,1,6,4,2,4,3,0,0,2,3,5,1,2,1,2,2,1,3,0,0,0,0,0,0,1,0,1,0,0,4,9,3,3,2,3,0,5,11,7,2,4,1,0,6,5,13,2,1,5,0,3,5,3,1,0,2,0,2,0,2,0,1,1,0,2,1,2,3,2,3,0,1,3,0,0,1,0,0,6,3,6,3,1,0,0,8,6,5,2,1,0,0,1,2,1,4,0,0,1,2,4,1,0,0,0,0,2,1,0,2,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,3,3,1,1,0,1,0,2,3,0,2,1,1,0,0,4,1,3,0,3,0,1,2,0,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,3,2,1,1,3,0,1,2,2,1,3,0,0,2,2,3,0,1,1,1,2,2,0,0,1,2,0,1,0,2,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,1,0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,2,1,2,0,2,0,0,0,0,1,0,1,0,0,2,2,0,3,0,0,0,0,2,2,1,0,0,0,2,2,1,2,1,0,1,0,2,1,0,0,0,0,1,1,0,3,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,4,1,2,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,1,0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,2,1,2,0,2,0,0,0,0,1,0,1,0,0,2,2,0,3,0,0,0,0,2,2,1,0,0,0,2,2,1,2,1,0,1,0,2,1,0,0,0,0,1,1,0,3,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,4,1,2,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,1,0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,2,1,2,0,2,0,0,0,0,1,0,1,0,0,2,2,0,3,0,0,0,0,2,2,1,0,0,0,2,2,1,2,1,0,1,0,2,1,0,0,0,0,1,1,0,3,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,4,1,2,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,1,0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,2,1,2,0,2,0,0,0,0,1,0,1,0,0,2,2,0,3,0,0,0,0,2,2,1,0,0,0,2,2,1,2,1,0,1,0,2,1,0,0,0,0,1,1,0,3,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,4,1,2,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,1,0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,2,1,2,0,2,0,0,0,0,1,0,1,0,0,2,2,0,3,0,0,0,0,2,2,1,0,0,0,2,2,1,2,1,0,1,0,2,1,0,0,0,0,1,1,0,3,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,4,1,2,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,2,2,1,0,1,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,2,1,2,0,2,0,0,0,0,1,0,1,0,0,2,2,0,3,0,0,0,0,2,2,1,0,0,0,2,2,1,2,1,0,1,0,2,1,0,0,0,0,1,1,0,3,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,4,1,2,0,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6,3,0,0,4,0,3,2,1,0,0,8,0,5,0,1,1,2,3,0,2,0,0,0,1,1,0,1,4,2,0,0,1,0,1,3,3,0,0,1,0,1,1,0,0,0,0,0,2,3,3,0,2,0,0,1,3,6,3,2,3,0,0,1,3,3,4,1,0,2,0,0,3,1,1,0,1,1,3,1,1,0,0,5,3,2,3,3,1,0,0,0,0,0,0,0,0,3,2,2,2,1,1,1,3,5,0,0,3,0,0,3,6,5,0,1,0,0,1,3,1,1,0,0,0,3,2,2,2,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,3,2,1,1,1,1,1,0,1,0,1,0,3,0,0,0,1,1,0,0,0,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,3,1,2,1,0,2,0,2,1,3,0,3,1,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,5,3,2,2,1,0,1,4,2,1,0,0,1,0,1,0,0,0,2,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3,2,3,0,0,5,1,2,0,3,0,2,2,1,4,2,1,0,1,3,2,0,1,0,0,1,2,0,0,0,1,0,2,5,0,1,1,1,0,1,1,0,0,0,0,0,4,4,2,0,1,2,1,3,0,2,4,4,2,2,1,0,3,2,2,3,2,2,1,1,2,1,3,0,0,2,1,2,0,0,2,4,2,1,1,4,2,1,0,1,0,0,1,1,0,2,0,1,0,1,1,0,3,3,2,0,1,3,0,0,5,4,2,0,2,1,3,5,1,1,0,1,0,1,0,5,1,0,0,0,3,1,2,0,1,2,0,0,0,0,1,2,1,0,2,0,2,0,0,2,1,3,3,3,1,0,3,0,1,1,2,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,2,1,1,0,0,1,0,2,1,2,2,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,1,5,5,2,0,1,0,3,2,3,2,1,3,1,0,4,1,1,0,1,0,0,1,1,0,0,1,0,0,5,0,1,1,1,0,2,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2,2,1,0,1,1,0,1,2,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,2,0,2,0,0,1,2,3,6,2,3,0,1,5,1,1,2,2,0,0,5,2,1,1,0,0,1,2,1,1,1,2,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,4,4,1,0,1,0,0,0,0,2,0,0,0,0,1,1,2,0,2,0,2,1,1,0,0,0,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,5,0,0,1,2,0,1,0,2,0,0,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,0,1,0,0,0,1,0,1,1,2,0,0,2,0,0,0,1,0,0,1,1,1,0,1,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,1,0,2,0,2,1,1,0,1,1,0,0,1,2,1,0,0,0,0,2,1,0,1,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,2,0,2,2,0,0,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,0,3,3,1,1,3,4,2,2,2,3,0,1,2,0,3,3,1,1,1,1,0,1,3,2,1,1,1,0,0,3,1,0,1,1,0,0,1,1,0,0,0,0,1,3,0,1,0,2,0,2,3,4,2,2,1,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,5,2,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,2,2,0,0,1,3,1,0,1,2,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,2,0,2,2,0,0,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,0,3,3,1,1,3,4,2,2,2,3,0,1,2,0,3,3,1,1,1,1,0,1,3,2,1,1,1,0,0,3,1,0,1,1,0,0,1,1,0,0,0,0,1,3,0,1,0,2,0,2,3,4,2,2,1,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,5,2,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,2,2,0,0,1,3,1,0,1,2,0,1,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,5,0,0,1,6,1,0,5,1,0,0,2,1,1,3,0,0,0,5,3,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,2,0,4,2,1,2,0,0,6,1,0,1,0,0,0,0,1,1,5,1,0,1,1,1,3,1,4,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,1,0,0,2,1,0,5,1,0,0,1,2,2,7,8,0,1,4,2,4,6,8,0,0,5,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,5,6,0,0,0,2,4,3,9,0,0,0,6,1,3,6,0,1,0,3,2,9,12,0,0,5,5,2,12,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,4,5,5,6,10,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0
0,0,1,4,0,0,1,7,1,0,5,1,0,0,2,1,1,3,0,0,0,5,3,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,2,0,4,3,1,2,0,0,6,1,0,1,0,0,0,0,1,0,5,1,0,0,1,1,3,1,4,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,2,0,0,2,1,0,4,1,0,0,1,2,2,7,9,0,1,4,2,3,6,9,0,0,5,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,5,6,0,0,0,1,4,3,9,0,0,0,6,1,2,6,0,1,0,4,2,10,11,0,1,5,5,2,13,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,4,4,5,7,10,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0
0,1,1,4,0,0,1,8,1,1,5,1,0,0,3,1,1,4,0,0,0,5,5,4,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,3,0,4,3,2,2,0,0,8,1,0,1,0,0,0,0,1,0,8,2,0,1,1,1,3,1,4,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,2,3,0,0,2,1,0,4,1,0,0,1,3,2,7,11,0,2,4,3,4,6,10,0,0,6,0,1,0,0,0,0,0,1,2,1,0,0,0,0,3,0,6,6,0,0,0,1,4,4,12,0,0,0,8,1,5,6,0,1,0,4,2,10,11,0,0,6,8,3,12,17,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,13,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,4,4,6,7,10,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0
0,4,0,1,0,0,0,1,2,3,1,1,1,0,1,1,1,1,1,0,0,1,0,2,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,7,1,1,2,0,0,2,2,4,2,0,1,0,2,1,0,1,1,0,0,1,2,2,0,0,2,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,2,2,2,1,2,0,1,1,6,3,2,3,0,1,1,2,3,1,0,0,0,2,1,0,3,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,2,3,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,4,0,2,4,1,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,1,1,2,0,0,1,0,0,0,2,1,2,1,0,0,2,0,0,1,2,0,0,1,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
